localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
band_bandita_u_leg_dich_n_0GX0,7,"English reference/display differ | token(s) preserved across 3+ localized displays: dich, nicht, Pisser | preserved token(s) also present in English reference","!P Leg dich nicht mit mir an, du Schlampe!","Leg dich nicht mit mir an, du Pisser!",dich; nicht; Pisser,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
band_event_cri_pici_BEqa,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: píči | preserved token(s) also present in English reference,Do píči!,Do píči!,píči,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
bara_bara__jindro_A0CA,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,… Henry?,… Henry?,Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
barb_henry_co_mas_na_mysl_3Bh8,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Brunswick | preserved token(s) also present in English reference,What armour are you talking about… Sir Brunswick?,What armour are you talking about… Sir Brunswick?,Brunswick,French; Italian; Portuguese; Turkish; Vietnamese
barb_henry_musim_se_dosta_6DSR,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Semine | preserved token(s) also present in English reference,The main thing is to get to that wedding in Semine… Do you know anything about that celebration?,My main concern is getting to that wedding in Semine… Do you know anything about that celebration?,Semine,French; Italian; Portuguese; Turkish; Vietnamese
barb_henry_porad_by_se_mi_COFo,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: groschen | preserved token(s) also present in English reference,I could still use a few more groschen…,I could still use a few more groschen…,groschen,French; German; Italian; Portuguese; Spanish; Vietnamese
barb_henry_samozrejme_pri_fpiw,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Capon, Pirkstein | preserved token(s) also present in English reference",Of course! I came here with the retinue of Lord Capon of Pirkstein and…,Of course! I came here with the retinue of Lord Capon of Pirkstein and…,Capon; Pirkstein,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
bark_cerny_voj_uff_jeste__rUhM,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Ufff | preserved token(s) also present in English reference,Ufff… I think I still need to lie down.,Ufff… I think I need to stay lying down.,Ufff,German; Portuguese; Turkish
bark_cumil_vla_panecku_ka_AN09,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Cardinal | preserved token(s) also present in English reference,"Oh, my… a Cardinal.","Oh, my… a Cardinal.",Cardinal,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
bark_dlc3_konv_pssst_nerv_yy21,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Pssst | preserved token(s) also present in English reference,Pssst! Keep your voice down! Elijah isn’t here.,Pssst! Keep your voice down! Elijah isn’t here.,Pssst,Czech; French; German; Portuguese
bark_dobra_rep_vypadas_up_vRI7,8,"English reference/display differ | token(s) preserved across 3+ localized displays: T-he, tumenge, gadjo, Aranka | preserved token(s) also present in English reference",!P The tumenge! You look just like that gadjo that Aranka was talking about!,T-he tumenge! You look just like that gadjo that Aranka was talking about!,T-he; tumenge; gadjo; Aranka,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
bark_event_poc_tssss_icP3,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Ssss | preserved token(s) also present in English reference,tssss....,Ssss…,Ssss,French; German; Italian; Portuguese; Spanish; Turkish
bark_event_pre_aaach_8imB,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Ahhh,Aaah...,Ahhh…,Ahhh,French; German; Italian; Portuguese; Turkish
bark_henry_doufam_ze_i_pr_2n5E,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bavor | preserved token(s) also present in English reference,"I hope I find Bavor here, so I don’t have to search the whole consecrated field.","I hope I find Bavor here, so I don’t have to search the whole consecrated field.",Bavor,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
bark_henry_ehhh_to_je_odp_fVld,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Ehhh | preserved token(s) also present in English reference,<Ehhh>... That’s disgusting. But there’s no other way.,<Ehhh>... That’s disgusting. But there’s no other way.,Ehhh,Chineset; Czech; French; Korean; Portuguese; Turkish; Vietnamese
bark_henry_hm_takze_boles_aynU,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bavor | preserved token(s) also present in English reference,"According to the journal, Bavor had himself buried here with his ‘holy treasure’.","According to the journal, Bavor had himself buried here with his ‘holy treasure’.",Bavor,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
bark_henry_jak_je_tohle_m_3X9Y,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bavor | preserved token(s) also present in English reference,<ah> What?! That’s not Bavor!,<ah> What?! That’s not Bavor!,Bavor,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
bark_henry_mel_bych_ho_od_Jc26,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Pushko | preserved token(s) also present in English reference,"I ought to get it back from the woodcutters somehow, so Pushko doesn’t get into trouble...","I ought to get it back from the woodcutters somehow, so Pushko doesn’t get into trouble...",Pushko,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
bark_henry_memento_mori_k_Vobq,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Memento, mori | preserved token(s) also present in English reference","Memento mori… If I hadn't built it myself, it'd give me a scare.","Memento mori… If I hadn't built it myself, it'd give me a scare.",Memento; mori,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
bark_henry_p_hmcitim_nale_PnfH,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bavor | preserved token(s) also present in English reference,"Forgive me, Master Bavor. You won’t be needing it any more.","Forgive me, Master Bavor. You won’t be needing it any more.",Bavor,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
bark_henry_p_hmm_tady_jon_HEVn,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Vitus, Crispin | preserved token(s) also present in English reference","Abbot Vitus, Crispin mentioned him. Let’s hope he forgives us for digging into Bavor’s story again.","Abbot Vitus, Crispin mentioned him. Let’s hope he forgives us for digging into Bavor’s story again.",Vitus; Crispin,French; German; Italian; Portuguese; Turkish; Vietnamese
bark_henry_proboha_tolik__yMcH,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kuttenberg | preserved token(s) also present in English reference,This looks like the mass grave of the guests from the Kuttenberg feast I read about…,This looks like the mass grave of the guests from the Kuttenberg feast I read about…,Kuttenberg,French; German; Italian; Portuguese; Vietnamese
bark_henry_takze_ti_delni_R8F2,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Crispin | preserved token(s) also present in English reference,Then why did Crispin think the relic wasn’t real?,Then why did Crispin think the relic wasn’t real?,Crispin,French; Portuguese; Turkish; Vietnamese
bark_henry_to_vypada_jako_XjLo,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Ventza, Apollonia, Semine | preserved token(s) also present in English reference","That looks like Ventza from Apollonia. And by the looks of it, Lord Semine didn't go easy on him.","That looks like the hired hand Ventza from Apollonia. And by the looks of it, Lord Semine didn't go easy on him.",Ventza; Apollonia; Semine,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
bark_kuman_na__bijte_je_u_SC0c,7,"token(s) preserved across 3+ localized displays: Crush, Erlik's, balls, crush | preserved token(s) also present in English reference","Crush them! By Erlik's balls, crush them!","Crush them! By Erlik's balls, crush them!",Crush; Erlik's; balls; crush,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese
bark_kuman_na__do_psi_diry_QXfr,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Szopjál, kutyát | preserved token(s) also present in English reference",Szopjál kutyát!,Szopjál kutyát!,Szopjál; kutyát,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
bark_kuman_na__dostanes_p_ccoI,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Szétverem, pofád | preserved token(s) also present in English reference",Szétverem a pofád!,Szétverem a pofád!,Szétverem; pofád,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
bark_kuman_na__haha_dosta_tVqS,7,"token(s) preserved across 3+ localized displays: Haha, you're, going, thrashing | preserved token(s) also present in English reference","Haha, you're going to get a thrashing!","Haha, you're going to get a thrashing!",Haha; you're; going; thrashing,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese
bark_kuman_na__jdem_na_to_kbhF,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Támadás | preserved token(s) also present in English reference,Támadás!,Támadás!,Támadás,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
bark_kuman_na__tak_pojd_t_xohW,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Gyerünk, disznóbaszó | preserved token(s) also present in English reference","Gyerünk, te disznóbaszó!","Gyerünk, te disznóbaszó!",Gyerünk; disznóbaszó,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
bark_kuman_na__ty_z_kurvy_CF4g,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: kutyazabáló, kurvafattya | preserved token(s) also present in English reference",Te kutyazabáló kurvafattya!,Te kutyazabáló kurvafattya!,kutyazabáló; kurvafattya,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
bark_kuman_na__zabijte_ty_7gBn,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Nyírjátok, rohadékokat | preserved token(s) also present in English reference",Nyírjátok ki a rohadékokat!,Nyírjátok ki a rohadékokat!,Nyírjátok; rohadékokat,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
