localization_key,classification,revised_score,score,preserved_tokens,classification_notes,Chineses_reference,Chineses_display,Chineset_reference,Chineset_display,Czech_reference,Czech_display,English_reference,English_display,French_reference,French_display,German_reference,German_display,Italian_reference,Italian_display,Japanese_reference,Japanese_display,Korean_reference,Korean_display,Polish_reference,Polish_display,Portuguese_reference,Portuguese_display,Russian_reference,Russian_display,Spanish_reference,Spanish_display,Turkish_reference,Turkish_display,Ukrainian_reference,Ukrainian_display,Vietnamese_reference,Vietnamese_display,review_source_language,review_verified_meaning,review_line_type,review_status,review_notes
comb_hejtman_f_a_ted_si_t_6sEe,likely_foreign_phrase,15,10,jetzt; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Und jetzt … Come try it out a few times, mein Freund.",Und jetzt（那么现在）…来试试吧，多试几次，mein Freund（我的朋友）。,"Und jetzt … Come try it out a few times, mein Freund.",Und jetzt（現在）……換你來試幾次吧，mein Freund（老兄）。,"Und jetzt... si to pojď párkrát vyzkoušet, mein Freunde.","Und jetzt... si to pojď párkrát vyzkoušet, mein Freund.","!P Und jetzt... Come try it out a few times, mein Freunde.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt… Viens essayer ça à plusieurs reprises, mein Freund.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt … Komm, mein Freund, versuch es ein paar Mal.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt… Provaci tu un paio di volte, junger Mann.","Und jetzt … Come try it out a few times, mein Freund.",さっそく試してみるといい  やってみろ,"Und jetzt … Come try it out a few times, mein Freund.","Und jetzt... 와서 몇 번 직접 해 보자고, mein Freund.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt... spróbuj parę razy, mein Freund.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt… Venha tentar umas vezes, mein Freund.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt… Теперь пробуй ты, mein Freund.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt… Probad unas cuantas veces, mein Freund.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt… Gelip birkaç kez dene, mein Freund.","Und jetzt … Come try it out a few times, mein Freund.","Und jetzt… спробуй повторити кілька разів, mein Freund.","Und jetzt … Come try it out a few times, mein Freund.",Cậu hãy thử ngay đi. Làm đi.,,,,,
endi_rozloucen_tschuss_me_QbOF,likely_foreign_phrase,15,10,Tschüss; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","!P Tschuss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","¡Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!",,,,,
endi_rozloucen_tschuss_me_voap,likely_foreign_phrase,15,10,Tschüss; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","!P Tschuss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","¡Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!","Tschüss, mein Freund!",,,,,
gree_obchodnic_was_mochte_I2R2,likely_foreign_phrase,15,10,möchtest; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?（你想买什么，先生？）","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?（先生，你想買什麼？）","Was möchten Sie, mein Herr?","Was möchtest du, mein Herr?","Was möchten Sie, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","¿Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?",,,,,
gree_obchodnic_was_mochte_U4AJ,likely_foreign_phrase,15,10,möchtest; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?（想买点什么，朋友？）","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?（我的朋友，請問你想買什麼嗎？）","Was möchten Sie, mein Freund?","Was möchtest du, mein Freund?","Was möchten Sie, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","¿Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?",,,,,
gree_obchodnic_was_wunsch_x0F1,likely_foreign_phrase,15,10,wünschst; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?（朋友，想要点什么？）","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?（我的朋友，你想買啥？）","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","¿Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?",,,,,
gree_obchodnik_was_mochte_FHwN,likely_foreign_phrase,15,10,möchtest; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?（你需要什么，先生？）","Was möchtest du, mein Herr?","Was möchten du, mein Herr?（先生，請問你想買什麼嗎？）","Was möchten Sie, mein Herr?","Was möchtest du, mein Herr?","Was möchten Sie, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","¿Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?","Was möchtest du, mein Herr?",,,,,
gree_obchodnik_was_mochte_nAjn,likely_foreign_phrase,15,10,möchtest; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?（想买点什么，朋友？）","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?（朋友，你想要買什麼？）","Was möchten Sie, mein Freund?","Was möchtest du, mein Freund?","Was möchten Sie, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","¿Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?","Was möchtest du, mein Freund?",,,,,
gree_obchodnik_was_wunsch_1Vpa,likely_foreign_phrase,15,10,wünschst; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?（想要点什么，我的朋友？）","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?（我的朋友，你想找什麼？）","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünscht du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was möchtest du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","¿Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?","Was wünschst du, mein Freund?",,,,,
gree_obchodnik_was_wunsch_LXKv,likely_foreign_phrase,15,10,wünschst; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?（你想买些什么，先生？）","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?（先生，請問你想買些什麼？）","Was wünscht du, mein Herr?","Was wünschst du, mein Herr?","Was wünscht du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","¿Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?","Was wünschst du, mein Herr?",,,,,
gree_pozdrav_n_gruss_du_s_Jdkc,likely_foreign_phrase,15,10,Mein; Gott; stinkst; ziemlich; weißt,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?","Mein Gott... Du stinkst ziemlich, weißt du das?","Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,,,,
gree_pozdrav_n_gruss_gott_O07K,likely_foreign_phrase,15,10,Grüß; Gott; Freund,"foreign-lexicon hit(s): Gott, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, gott","Grüß Gott, Freund!","Grüss Gott, Mann!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüss Gott, Mann!","Grüß Gott, Freund!","!P Grüss Gott, Mann!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüss Gott, Mann!","Grüß Gott, Freund!","Grüss Gott, Mann!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüss Gott, Mann!","Grüß Gott, Freund!","¡Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüß Gott, Freund!","Grüss Gott, Mann!",,,,,
gree_pozdrav_n_mein_gott__JSU5,likely_foreign_phrase,15,10,Mein; Gott; Womit; belästigst; mich,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,Mein Gott! Womit belästigst du mich?,Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,,,,
gree_pozdrav_n_mein_gott__fgHV,likely_foreign_phrase,15,10,Mein; Gott; stinkst; ziemlich; weißt,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?","Mein Gott... Du stinkst ziemlich, weißt du das?","Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,"!P Mein Gott... Du stinkst ziemlich, weißt du das?",,,,,
gree_pozdrav_n_mein_gott__fs7H,likely_foreign_phrase,15,10,Mein; Gott; Womit; belästigst; mich,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,Mein Gott! Womit belästigst du mich?,Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,!P Mein Gott! Womit belästigst du mich?,,,,,
