localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
bohu_bohuta_npc_te_decet__tQCc,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: decet, hymnus, Deus, Sion | preserved token(s) also present in English reference","!P Te decet hymnus, Deus, in Sion","Te decet hymnus, Deus, in Sion…",decet; hymnus; Deus; Sion,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
bohu_bohuta_pl_mmmm_hmmm_MKFJ,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mmmm, Hmmm | preserved token(s) also present in English reference",!P Mmmm… Hmmm! Gustoso!,Mmmm… Hmmm! Tasty!,Mmmm; Hmmm,Chineses; Czech; German; Italian; Korean; Portuguese; Spanish; Turkish
bohu_katerina_a_jak_dopad_79hp,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mini, Mino | preserved token(s) also present in English reference",And what happened to this... Mino… Oxman?,And what happened to this... Mini... Mino… Bullman?,Mini; Mino,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
bohu_lichtenst_tak_ze_sic_Fg7j,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Sigismund, Jobst | preserved token(s) also present in English reference","We'll sit and wait quietly until Sigismund withdraws himself, as Jobst proposes…","We'll sit and wait quietly until Sigismund withdraws of his own volition, as Jobst proposes…",Sigismund; Jobst,French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
bohu_ptacek_ce_hanus_rika_qqqD,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Hanush, Radzig | preserved token(s) also present in English reference","Hanush told a different story. When he and Sir Radzig came to you, you were half naked, drunk and...","Hanush told a different story. He said when he and Radzig came to get you, you were half-naked, drunk and…",Hanush; Radzig,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
bohu_ptacek_myslel_jsem_z_s8zE,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Vergow, Bergow | preserved token(s) also present in English reference",I thought that if we delivered the message to bon Vergow… gon Verbow… von Bergow!,I thought if we delivered the message to bon Vergow… gob Verbon… von Bergow…,Vergow; Bergow,German; Italian; Portuguese; Spanish; Turkish; Vietnamese
bonk_bonka_pod_jen_abys_v_jHfM,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Hermes, Trismegistos | preserved token(s) also present in English reference","Just so you know, that mess with “Hermes Trismegistus' Offer” would never have happened to me! Not me!","Just so you know, that mess with “The Offer of Hermes Trismegistos” would never have happened to me! Not me!",Hermes; Trismegistos,German; Portuguese; Spanish; Turkish; Vietnamese
brab_brabant_buh_zehnej_EFe1,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Dieu, soit, loué",God bless!,Que Dieu soit loué !,Dieu; soit; loué,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_c_sracko_boj_oHsB,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: espèce, merde | preserved token(s) also present in English reference","!P Fight, espèce de merde!","Fight, espèce de merde!",espèce; merde,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_nesmi_projit_eGD5,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: suis, désolé | preserved token(s) also present in English reference","Je suis désolé, mon ami... I'm sorry.","Je suis désolé, mon ami... I am sorry.",suis; désolé,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_o_fortuno_mo_4M1I,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Fortune, protectrice | preserved token(s) also present in English reference",!P Ô Fortune ma protectrice !,"Ô Fortune, ma protectrice !",Fortune; protectrice,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_oba_jste_sme_EXtb,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Vous, êtes, tous, deux, pathétiques","You are pathetic, both of you! You act like brothers, but you have nothing in common!","Vous êtes tous les deux pathétiques ! You act like brothers, but you have nothing in common!",Vous; êtes; tous; deux; pathétiques,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_r_clovek_nev_xId3,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Personne, connaît, jour, l'heure",But of that day and hour knoweth no man.,Personne ne connaît ni le jour ni l'heure.,Personne; connaît; jour; l'heure,Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_r_nech_toho__Niok,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Arrêtez, Henry, Vous, nous, faites, honte | preserved token(s) also present in English reference","Stop it, Henry. You are bring shame upon us all!","Arrêtez, Henry. Vous nous faites honte !",Arrêtez; Henry; Vous; nous; faites; honte,Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_r_to_by_se_v_vvbw,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Rien, tout, cela, serait, arrivé, France | preserved token(s) also present in English reference",This would not have happened in France.,Rien de tout cela ne serait arrivé en France.,Rien; tout; cela; serait; arrivé; France,Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_r_ty_pitomej_IJwZ,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Vieux, prêtre, imbécile",You foolish old priest!,Vieux prêtre imbécile !,Vieux; prêtre; imbécile,Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_stuj_proto_p_1POf,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Reste, près, même, cette, heure | preserved token(s) also present in English reference",!P Reste près de moi même à cette heure-ci !,"Reste près de moi, même en cette heure !",Reste; près; même; cette; heure,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_to_se_ale_ne_Fh1s,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: dieu, quelles, mauvaises, manières",Such bad manners!,"Mon dieu, quelles mauvaises manières !",dieu; quelles; mauvaises; manières,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_vzdy_jsi_pri_Wz4p,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: toujours, restée, côtés | preserved token(s) also present in English reference",!P Tu es toujours resté à mes côtés !,Tu es toujours restée à mes côtés !,toujours; restée; côtés,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_z_va_chier_gZv6,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: chier, bâtard | preserved token(s) also present in English reference","!P Va chier, bâtard!","Va chier, bâtard!",chier; bâtard,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_brabant_zizka_za_teb_sFeR,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Zizka, groschen | preserved token(s) also present in English reference","Žižka would not spare a single groschen to save you, you are not even noble…","Zizka would not spare a single groschen to save you, you are not even a noble…",Zizka; groschen,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
brab_ptacek_re_co_to_do_t_ws1P,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Vous, avez, perdu, tête",Are you out of your mind?,Vous avez perdu la tête ?,Vous; avez; perdu; tête,Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_ptacek_re_jestli_bud_kVon,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Vous, avez, perdu, tête",Are you out of your mind?!,Vous avez perdu la tête ?,Vous; avez; perdu; tête,Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
brab_ptacek_re_nechas_toh_8Ycg,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Espèce, d'abruti, chien, anglais",You idiotic brainless English dog!,Espèce d'abruti de chien anglais !,Espèce; d'abruti; chien; anglais,Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
cech_cechmistr_es_ist_ein_95ox,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: eine, großartige, Gelegenheit | preserved token(s) also present in English reference","Es ist eine großartige Gelegenheit! Clear your head, meet new people, and if you like, you can even place a wager.","Es ist eine großartige Gelegenheit! Clear your head, meet new people, and if you like, you can even place a wager.",eine; großartige; Gelegenheit,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
cech_cechmistr_macht_nich_MQ7K,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Macht, nichts, wirst, früh, genug, lernen | preserved token(s) also present in English reference","Macht nichts, du wirst es früh genug lernen. Like I said, it's not just about shooting.","Macht nichts, du wirst es früh genug lernen. Like I said, it's not just about shooting.",Macht; nichts; wirst; früh; genug; lernen,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
cech_cechmistr_najdes_ho__vaft,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Magister, Johan, Lasnius | preserved token(s) also present in English reference","It’s not far, you’ll find him at the inn just outside town, his name’s Magistr Johan Lasnius.","It’s not far, you’ll find him at the inn just outside town, he's called Magister Johan Lasnius.",Magister; Johan; Lasnius,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
cech_cechmistr_oh_ja_ja_f_cC8o,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: mich, immer, noch, Gleiche | preserved token(s) also present in English reference","Oh ja, ja! Für mich ist es immer noch das Gleiche... but what about your forge, it’s hard work, eh?","Oh ja, ja! Für mich ist es immer noch das Gleiche... but what about your forge, it’s hard work, eh?",mich; immer; noch; Gleiche,Chineses; Chineset; Czech; French; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
