localization_key,English_display,English_reference,preserved_tokens,strong_preserved_tokens,preserved_in_languages,available_languages,strong_threshold,very_strong_threshold,very_strong_content_ratio,strong_content_ratio,max_language_preservation,source_score,direct_reference_diff,signal_languages,discovery_reasons
rozl_obchodnik_vielen_dan_zax4,"Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Freund!","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Freund!",Vielen; Dank; Es; war; mir; eine; Freude; mit; dir; Geschäfte; zu; machen; mein; Freund,vielen; dank; war; mir; eine; freude; mit; dir; geschäfte; machen; mein; freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,163,no,german; hungarian,dense_two_very_strong_preserved_tokens; signal_support
rozl_obchodnic_vielen_dan_pTFA,"Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Herr!",Vielen; Dank; Es; war; mir; eine; Freude; mit; dir; Geschäfte; zu; machen; mein; Herr,vielen; dank; war; mir; eine; freude; mit; dir; geschäfte; machen; mein; herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,163,no,german; hungarian,dense_two_very_strong_preserved_tokens; signal_support
rozl_obchodnik_vielen_dan_QDLF,"Vielen Dank! Es war mir eine Freude, mit dir Geschäfte zu machen, mein Herr!","Vielen Dank! Es war mir eine Freude, mit Dir Geschäfte zu machen, mein Herr!",Vielen; Dank; Es; war; mir; eine; Freude; mit; dir; Geschäfte; zu; machen; mein; Herr,vielen; dank; war; mir; eine; freude; mit; dir; geschäfte; machen; mein; herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,163,no,german; hungarian,dense_two_very_strong_preserved_tokens; signal_support
goss_lapka_mlu_to_ses_cel_IK2E,"Ez bazmeg tisztára te vagy. Ahelyett, hogy begyűjtenéd a szajrét, csak állsz és faszságokon töröd a fejed.","Ez bazmeg tisztára te vagy. Ahelyett, hogy begyűjtenéd a szajrét, csak állsz és faszságokon töröd a fejed.",Ez; bazmeg; tisztára; te; vagy; Ahelyett; hogy; begyűjtenéd; a; szajrét; csak; állsz; és; faszságokon; töröd; fejed,bazmeg; tisztára; vagy; ahelyett; hogy; begyűjtenéd; szajrét; csak; állsz; faszságokon; töröd; fejed,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,28,160,no,,dense_two_very_strong_preserved_tokens
sam__samuel_jeste_chvili__2197,"Gleybstu, az dos ken haltn shtendik? Mir muzn zey oyfhaltn! Far vi lang vi meglekh!","Gleybstu, az dos ken haltn shtendik? Mir muzn zey oyfhaltn! Far vi lang vi meglekh!",Gleybstu; az; dos; ken; haltn; shtendik; Mir; muzn; zey; oyfhaltn; Far; vi; lang; meglekh,gleybstu; dos; ken; haltn; shtendik; mir; muzn; zey; oyfhaltn; far; lang; meglekh,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,26,160,no,,dense_two_very_strong_preserved_tokens
goss_lapka_mlu_no_takovy__N22f,"Hát ilyen dörgéseket, mintha az ég dörögne. Aztán meg, mintha valaki röhögne. Valahol, ott lent.","Hát ilyen dörgéseket, mintha az ég dörögne. Aztán meg, mintha valaki röhögne. Valahol, ott lent.",Hát; ilyen; dörgéseket; mintha; az; ég; dörögne; Aztán; meg; valaki; röhögne; Valahol; ott; lent,hát; ilyen; dörgéseket; mintha; dörögne; aztán; meg; valaki; röhögne; valahol; ott; lent,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,26,160,no,,dense_two_very_strong_preserved_tokens
goss_lapka_mlu_jak_jsme_t_LxYw,"Mint amikor lecsaptunk azokra a bányászokra, de mielőtt begyűjthettük volna a suskát, megjelent az a rohadék lovag.","Mint amikor lecsaptunk azokra a bányászokra, de mielőtt begyűjthettük volna a suskát, megjelent az a rohadék lovag.",Mint; amikor; lecsaptunk; azokra; a; bányászokra; de; mielőtt; begyűjthettük; volna; suskát; megjelent; az; rohadék; lovag,mint; amikor; lecsaptunk; azokra; bányászokra; mielőtt; begyűjthettük; volna; suskát; megjelent; rohadék; lovag,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,45,160,no,,dense_two_very_strong_preserved_tokens
goss_lapka_mlu_presne_a_t_Noxp,"Na, ez az! Ott hallgattad azt az őrült prédikátort, aki a pokol tüzéről meg a kénköves bugyrokról hadovált.","Na, ez az! Ott hallgattad azt az őrült prédikátort, aki a pokol tüzéről meg a kénköves bugyrokról hadovált.",Na; ez; az; Ott; hallgattad; azt; őrült; prédikátort; aki; a; pokol; tüzéről; meg; kénköves; bugyrokról; hadovált,ott; hallgattad; azt; őrült; prédikátort; aki; pokol; tüzéről; meg; kénköves; bugyrokról; hadovált,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,160,no,,dense_two_very_strong_preserved_tokens
goss_lapka_mlu_no_a_pak_s_YcmG,"Odaérek egy ilyen kis tavacskához, hát látom, hogy egy fatuskón 13 béka ül és azok énekelnek.","Odaérek egy ilyen kis tavacskához, hát látom, hogy egy fatuskón 13 béka ül és azok énekelnek.",Odaérek; egy; ilyen; kis; tavacskához; hát; látom; hogy; fatuskón; béka; ül; és; azok; énekelnek,odaérek; egy; ilyen; kis; tavacskához; hát; látom; hogy; fatuskón; béka; azok; énekelnek,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,28,160,no,,dense_two_very_strong_preserved_tokens
ryti_dlc3_goss_presne_ty__14IB,"Exactly! Diendebruder Karl had them swordfight, only seeing as they're dumb and dumber, they ended up cutting eachother!","Exactly! Diendebruder Karl had them swordfight, only seeing as they're dumb and dumber, they ended up cutting eachother!",Exactly; Diendebruder; Karl; had; them; swordfight; only; seeing; as; they're; dumb; and; dumber; they; ended; up; cutting; eachother,exactly; diendebruder; karl; swordfight; only; seeing; they're; dumb; dumber; ended; cutting; eachother,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,159,no,,dense_two_very_strong_preserved_tokens
goss_gossip_ha_asi_mam_pr_107z,I ken why that is. I've got a tougher cavil than you. And they're going to be hewing new drifts again.,It's obvious why. I'm hewing harder rock than you. They should start cutting new drifts again.,I; ken; why; that; is; I've; got; a; tougher; cavil; than; you; And; they're; going; to; be; hewing; new; drifts; again,ken; i've; got; tougher; cavil; than; they're; going; hewing; new; drifts; again,Chineses; Chineset; French; Italian; Japanese; Korean; Portuguese; Spanish; Ukrainian,15,6,9,1.000,1.000,10,159,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
stal_stalker_nici_me_kdyz_wIgX,"Tönkre tesz, ha más férfiakra kacsintgatsz, tudod? De összeszedem a pénzt és elviszlek ebből az átkozott fürdőből.","Tönkre tesz, ha más férfiakra kacsintgatsz, tudod? De összeszedem a pénzt és elviszlek ebből az átkozott fürdőből.",Tönkre; tesz; ha; más; férfiakra; kacsintgatsz; tudod; De; összeszedem; a; pénzt; és; elviszlek; ebből; az; átkozott; fürdőből,tönkre; tesz; más; férfiakra; kacsintgatsz; tudod; összeszedem; pénzt; elviszlek; ebből; átkozott; fürdőből,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,158,no,,dense_two_very_strong_preserved_tokens
goss_lapka_mlu_a_nebo_jed_KCVl,"Vagy valami kretén, aki inkább megöleti magát, de egy garast sem adna ki a kezéből.","Vagy valami kretén, aki inkább megöleti magát, de egy garast sem adna ki a kezéből.",Vagy; valami; kretén; aki; inkább; megöleti; magát; de; egy; garast; sem; adna; ki; a; kezéből,vagy; valami; kretén; aki; inkább; megöleti; magát; egy; garast; sem; adna; kezéből,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,158,no,,dense_two_very_strong_preserved_tokens
s_me_arne_nemec_menhart_p_LToJ,"Menhard, ich muss mich hinlegen. Ich fühle mich ein bisschen krank und schwach.","Menhard, I need to lie down. I'm feeling a little sick and weak.",Menhard; ich; muss; mich; hinlegen; Ich; fühle; ein; bisschen; krank; und; schwach,menhard; ich; muss; mich; hinlegen; fühle; ein; bisschen; krank; und; schwach,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,28,155,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
goss_gossip_na_mmmmmmmmmmm_Lw1W,"""...Insobald du mich besuchst vergangen seine Wanderslust sich nicht vom Flecke rühret.""",Sobald du mich besuchst vergangen seine Wanderslust sich nicht vom Flecke rühret,Insobald; du; mich; besuchst; vergangen; seine; Wanderslust; sich; nicht; vom; Flecke; rühret,insobald; mich; besuchst; vergangen; seine; wanderslust; sich; nicht; vom; flecke; rühret,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,154,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
s_ry_rychtar_p_ale_pravda_hnCv,"Aber gut, ich hätte mehr Vertrauen in deine Fähigkeiten haben sollen. Entschuldigung.","!P Aber gut, ich hätte mehr Vertrauen in Ihre Fähigkeiten haben sollen. Entschuldigung.",Aber; gut; ich; hätte; mehr; Vertrauen; in; deine; Fähigkeiten; haben; sollen; Entschuldigung,aber; gut; ich; hätte; mehr; vertrauen; deine; fähigkeiten; haben; sollen; entschuldigung,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,153,yes,german,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
pohr_aranka_ke_tjiri_ampe_Vegy,"Av tiro t-hagaripen, me yel avka, sar tu kames, pro opripen, avka t-he pre p-huv.",!P ke tjiri amperetsia t'avel;ketu keres sar tu kames pe e phuv sar ande o cheri.,Av; tiro; t-hagaripen; me; yel; avka; sar; tu; kames; pro; opripen; t-he; pre; p-huv,tiro; t-hagaripen; yel; avka; sar; kames; pro; opripen; t-he; pre; p-huv,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,26,153,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
kuma_vasko_ezt_megertem_d_y4ku,"Ezt megértem. De valakinek el kell kezdenie meggyőzni őket, hogy nem mindenki egyforma.","!P Ezt megértem. De valakinek el kell kezdenie meggyőzni őket, hogy nem mindenki egyforma.",Ezt; megértem; De; valakinek; el; kell; kezdenie; meggyőzni; őket; hogy; nem; mindenki; egyforma,ezt; megértem; valakinek; kell; kezdenie; meggyőzni; őket; hogy; nem; mindenki; egyforma,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,153,yes,hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
goss_gossip_ha_doplnit_Ay93,"I broke another pick, man! And d'you know how much chink I had to fork out to get a new one?","I broke another pick, and d'you know how much I had to fork out to get a new one?",I; broke; another; pick; man; And; d'you; know; how; much; chink; had; to; fork; out; get; a; new; one,broke; another; pick; man; d'you; know; much; chink; fork; new; one,Chineses; Chineset; French; Italian; Japanese; Korean; Portuguese; Spanish; Ukrainian,15,6,9,1.000,1.000,18,153,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
goss_gossip_ha_ja_uz_to_p_18R1,"I hardly notice no more. My hands and feet is all blushed. I don't cloot my heed so much no more, but.","I hardly notice anymore. My hands and feet are one big callous and I don't hit myself on the head much, thank God.",I; hardly; notice; no; more; My; hands; and; feet; is; all; blushed; don't; cloot; my; heed; so; much; but,hardly; notice; more; hands; feet; all; blushed; don't; cloot; heed; much,Chineses; Chineset; French; Italian; Japanese; Korean; Portuguese; Spanish; Ukrainian,15,6,9,1.000,1.000,20,153,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
kuma_jasak_nem_tudom_honn_WaCs,"Nem tudom, honnan szeded ezt a sok bízalmat. Mi ezeknek csak söpredék vagyunk.","!P Nem tudom, honnan van ennyi önbizalmad. Mi vagyunk a ribancok ezeknek az embereknek.",Nem; tudom; honnan; szeded; ezt; a; sok; bízalmat; Mi; ezeknek; csak; söpredék; vagyunk,nem; tudom; honnan; szeded; ezt; sok; bízalmat; ezeknek; csak; söpredék; vagyunk,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,153,yes,hungarian,dense_two_very_strong_preserved_tokens; english_reference_differs; signal_support
goss_gossip_na_mmmmm_mmm_VGEO,"""Mein Liebster bleib' pflichtbewusst, weiter dich gedulden musst, bis mein Gemahl entschwindet...""","""Mein Liebster bleib' pflichtbewusst, weiter dich gedulden musst, bis mein Gemahl entschwindet...""",Mein; Liebster; bleib; pflichtbewusst; weiter; dich; gedulden; musst; bis; mein; Gemahl; entschwindet,mein; liebster; bleib; pflichtbewusst; weiter; dich; gedulden; musst; bis; gemahl; entschwindet,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,150,no,german,dense_two_very_strong_preserved_tokens; signal_support
goss_lapka_mlu_bludicky_n_klki,"A lúdvércek nem dalolnak, azok világítanak. A szirének énekelnek, de azok meg csak a tengerbe’ vannak.","A lúdvércek nem dalolnak, azok világítanak. A szirének énekelnek, de azok meg csak a tengerbe’ vannak.",A; lúdvércek; nem; dalolnak; azok; világítanak; szirének; énekelnek; de; meg; csak; a; tengerbe; vannak,lúdvércek; nem; dalolnak; azok; világítanak; szirének; énekelnek; meg; csak; tengerbe; vannak,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,42,150,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
goss_lapka_mlu_kurva_to_s_iT5n,"Az ördögbe is, csak nem! Miért vagyok ilyen szerencsétlen. Az átkozott pap elátkozott csizmái!","Az ördögbe is, csak nem! Miért vagyok ilyen szerencsétlen. Az átkozott pap elátkozott csizmái!",Az; ördögbe; is; csak; nem; Miért; vagyok; ilyen; szerencsétlen; átkozott; pap; elátkozott; csizmái,ördögbe; csak; nem; miért; vagyok; ilyen; szerencsétlen; átkozott; pap; elátkozott; csizmái,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,150,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
goss_gossip_ha_no_jo_takz_JgAE,"Hmm, it's a back-cast. Smiths today don't think twice about ripping you off.","Hmm, it's a problem. Smiths today don't think twice about ripping you off.",Hmm; it's; a; back-cast; Smiths; today; don't; think; twice; about; ripping; you; off,hmm; it's; back-cast; smiths; today; don't; think; twice; about; ripping; off,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,12,149,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
rozh_sedlaci_m_tak_mozna__H5Ly,"Tak možná ještě Kuba, ten starej sedlák. Jednu dobu za ní furt dolejzal.",,Tak; možná; ještě; Kuba; ten; starej; sedlák; Jednu; dobu; za; ní; furt; dolejzal,tak; možná; ještě; kuba; ten; starej; sedlák; jednu; dobu; furt; dolejzal,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,149,no,polish,dense_two_very_strong_preserved_tokens; signal_support
sam__samuel_to_davno_vim__4PMY,Dos hostu mir shoyn azoy oft gezogt. Ober es iz nokh shver far mir.,Dos hostu mir shoyn azoy oft gezogt. Ober es iz nokh shver far mir.,Dos; hostu; mir; shoyn; azoy; oft; gezogt; Ober; es; iz; nokh; shver; far,dos; hostu; mir; shoyn; azoy; oft; gezogt; ober; nokh; shver; far,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,28,148,no,,dense_two_very_strong_preserved_tokens
sest_stalker_nech_me_vzda_2EvF,"Elég volt, feladom! Vége a csatának. Jól van, tiéd a lány. Leszállok róla!","Elég volt, feladom! Vége a csatának. Jól van, tiéd a lány. Leszállok róla!",Elég; volt; feladom; Vége; a; csatának; Jól; van; tiéd; lány; Leszállok; róla,elég; volt; feladom; vége; csatának; jól; van; tiéd; lány; leszállok; róla,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,28,148,no,,dense_two_very_strong_preserved_tokens
goss_uhersky_v_zasrana_de_Ro4i,Fucking cook! He spends all day shagging in the bathhouse and meanwhile the food gets burnt!,Fucking cook! He spends all day shagging in the bathhouse and meanwhile the food gets burnt!,Fucking; cook; He; spends; all; day; shagging; in; the; bathhouse; and; meanwhile; food; gets; burnt,fucking; cook; spends; all; day; shagging; bathhouse; meanwhile; food; gets; burnt,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,24,148,no,,dense_two_very_strong_preserved_tokens
