localization_key,English_reference,Chineses_display,Chineset_display,Czech_display,English_display,French_display,German_display,Italian_display,Japanese_display,Korean_display,Polish_display,Portuguese_display,Russian_display,Spanish_display,Turkish_display,Ukrainian_display,Vietnamese_display
gree_pozdrav_n_mein_gott__dEt3,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!,!P Mein Gott! Hier ist ein nackter Narr!
gree_pozdrav_n_mein_gott__UrxS,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?
gree_pozdrav_n_mein_gott__Ogf6,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!,!P Mein Gott! Was willst du Schurke?!
nepr_nepritel__mein_gott__Jl3O,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?
gree_pozdrav_n_mein_gott__JSU5,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?
gree_pozdrav_n_mein_gott__h6N7,"!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!","!P Mein Gott, Heinrich!"
gree_pozdrav_n_mein_gott__H5ek,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!
gree_pozdrav_n_mein_gott__1eLU,"!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich."
gree_pozdrav_n_mein_gott_8NmV,"!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!","!P Mein Gott... Du siehst furchtbar aus, Mann!"
gree_pozdrav_n_gruss_du_s_Jdkc,"!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?"
kost_kibic_fac_miste_tuke_kLGg,Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,Mište tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.,!P Mishte tuke pro kar has.
npc__npc_pobiz_na_gyere_g_goV8,Na gyere! Gyerünk!,Na gyere! Gyerünk!,Na gyere! Gyerünk!（衝啊！駕！）,Na gyere! Gyerünk!,!P Na gyere! Gyerünk!,!P Na gyere! Gyerünk!,x,!P Na gyere! Gyerünk!,!P Na gyere! Gyerünk!,Na gyere! Gyerünk!,Na gyere! Gyerünk!,!P Na gyere! Gyerünk!,!P Na gyere! Gyerünk!,!P Na gyere! Gyerünk!,!P Na gyere! Gyerünk!,!P Na gyere! Gyerünk!,!P Na gyere! Gyerünk!
rozl_rozloucen_o_del_tuha_gLBR,!P O del tuha!,!P O del tuha!,!P O del tuha!,O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!,!P O del tuha!
kost_kibic_fac_o_devla_mi_8dxm,O Devla miro!,!P O Devla miro!,!P O Devla miro!,O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!,!P O Devla miro!
kost_kibic_ext_o_devla_mi_qfz4,O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,O Devla miro! Teď to máš v kapse!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!,!P O devla miro! Now you've got it!
nepr_nepritel__oh_mein_go_FgxZ,"!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?","!P Oh, mein Gott! Warum tun Sie das?"
gree_pozdrav_n_oh_schwein_MmGD,"!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!","!P Oh, Schweinerei!"
gree_pozdrav_n_oh_was_ist_SfzJ,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?,!P Oh... Was ist los?
gree_pozdrav_z_oh_was_wil_cpS3,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!,!P Oh... Was willst du von mir?!
goss_gossip_sp_doplnit_ji_Zi1y,"Oy vey, oy vey… what a disaster!",哎哟，哎哟…太惨了！,"Oy vey, oy vey（放過我吧）……這真是一場災難！","Oy vej, oy vej... takový neštěstí!","!P Oy vey, oy vey… what a disaster!","Oy vey, oy vey… quelle catastrophe !","Oy vey, oy vey ... Eine Katastrophe!","Oy vey, oy vey… Che disastro!",ああ もう… ひどいわ！,"Oy vey, oy vey... 환장할 노릇이군!","Aj waj, aj waj... ale tragedia!","Oy vey, oy vey… Que desastre!","Oy vey, oy vey... Мы погибли!","Oy vey, oy vey… ¡Qué desastre!","Oy vey, oy vey… Felaket!","!P Oy vey, oy vey… what a disaster!",Trời đất ơi… Nhìn mà muốn điên!
krov_kostkar_k_sar_oda_av_8KrS,Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,Sar oda avke šaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?,!P Sar oda avke shaj el?
nepr_nepritel__bastard_br_1Ctg,"!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!","!P Schweinehund! Bastard! Brate in der Hölle, du böser Mensch!"
nepr_nepritel__schweinehu_nHmj,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!,!P Schweinehund! Dreckiger Bastard!
turn_kutnohors_schwert_un_zKZ1,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,Schwert und Schild! Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!,!P Schwert und Schild! !P Schwert und Schild!
gree_pozdrav_z_schon_hein_taJT,"!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?","!P Schön Heinrich, schön! Du hast getrunken, nicht wahr?"
gree_pozdrav_z_schonen_ta_Kvm0,"!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?","!P Schönen Tag, was willst du, mein Freund?"
gree_pozdrav_z_schonen_ta_JWHT,"!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?","!P Schönen Tag, was willst du, mein Herr?"
gree_pozdrav_z_schonen_ta_5bv7,"!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?","!P Schönen Tag, was willst du?"
gree_pozdrav_n_guten_tag__5xL3,!P Servus!,!P Servus!,!P Servus!,Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!,!P Servus!
gree_pozdrav_z_servus_was_Ewo3,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?,!P Servus! Was soll es?
gree_pozdrav_n_servus_her_ZZYI,"!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!","!P Servus, Herr kleine Flasche!"
gree_pozdrav_n_servus_mann_aeO0,"!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!","!P Servus, Mann!"
gree_pozdrav_n_servus_mei_5aYE,"!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!","!P Servus, mein Freund!"
gree_pozdrav_z_servus_oh__dSmo,"!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!","!P Servus... Oh, mein Gott!"
