representative_key,family_size,source_score,signal_languages,strong_preserved_tokens,very_strong_content_ratio,strong_content_ratio,English_display,English_reference,translation_status,source_language,verified_meaning,notes
gree_pozdrav_m_gru_dich_w_s5Oh,2,124,german,grüss; dich; wie; kann; ich; dir; helfen; mein; freund,1.000,1.000,"Grüß dich! Wie kann ich dir helfen, mein Freund?","Grüß dich! Wie kann ich dir helfen, mein Freund?",NEEDS_TRANSLATION,,,
endi_rozloucen_gott_mit_d_ACOW,2,120,german; hungarian,gott; sei; mit; dir; und; einen; guten; abend,1.000,1.000,Gott sei mit dir und einen guten Abend.,!P Gott mit dir und Guten Abend.,NEEDS_TRANSLATION,,,
vyvo_vyvolavan_einkaufen__QRDo,2,119,german,kauft; ein; ich; schliesse; bald; kommt; und; leute,1.000,1.000,"Kauft ein, kauft ein! Ich schließe bald … Kommt und kauft, Leute!","Einkaufen! Einkaufen! Ich schliesse bald... Komm und Einkaufen, Liute!",NEEDS_TRANSLATION,,,
endi_rozloucen_auf_wieder_jbrq,2,118,german,auf; wiedersehen; und; einen; guten; abend; für; dich,1.000,1.000,Auf Wiedersehen und einen guten Abend für dich!,!P Auf Wiedersehen und Guten Abend!,NEEDS_TRANSLATION,,,
endi_rozloucen_bis_bald_u_TkzD,2,118,german,bis; bald; und; einen; guten; abend; für; dich,1.000,1.000,Bis bald und einen guten Abend für dich!,!P Bis bald und Guten Abend!,NEEDS_TRANSLATION,,,
rozl_obchodnic_danke_das__iWvg,2,118,german,danke; das; war; ein; gutes; geschäft; mein; herr,1.000,1.000,"Danke. Das war ein gutes Geschäft, mein Herr!","Danke. Das ist gutes Geschäft, mein Herr!",NEEDS_TRANSLATION,,,
gree_pozdrav_m_mein_freun_NkqT,2,118,german,mein; freund; ich; wäre; jetzt; auch; gerne; betrunken,1.000,1.000,"Mein Freund, ich wäre jetzt auch gerne betrunken.","Mein Freund, ich beneide dich total um deine Trunkenheit.",NEEDS_TRANSLATION,,,
gree_pozdrav_n_mein_freun_KxnG,2,113,german,mein; freund; ich; beneide; dich; total; deine; trunkenheit,1.000,1.000,"!P Mein Freund, ich beneide dich total um deine Trunkenheit.","!P Mein Freund, ich beneide dich total um deine Trunkenheit.",NEEDS_TRANSLATION,,,
kost_kostky_he_das_nenne__P9e5,2,107,german,schlecht; für; dich; gut; mich; mein; freund,1.000,1.000,"Schlecht für dich, gut für mich, mein Freund.",Das nenne ich Pech!,NEEDS_TRANSLATION,,,
hosp_hospodska_fertig_ich_CKOg,2,106,german,aus; und; vorbei; ich; schliesse; für; heute,1.000,1.000,Aus und vorbei! Ich schließe für heute!,Fertig! Ich schliesse heute!,NEEDS_TRANSLATION,,,
rozl_obchodnic_das_ist_gu_hhyD,2,106,german,das; war; ein; gutes; geschäft; auf; wiedersehen,1.000,1.000,Das war ein gutes Geschäft. Auf Wiedersehen!,Das ist gutes Geschäft. Auf Wiedersehen!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_ein_bad_wu_wECU,2,106,german,ein; bad; würde; dir; nicht; schaden; schmutzfink,1.000,1.000,"Ein Bad würde dir nicht schaden, du Schmutzfink!","Ein Bad würde dir nicht schaden, Schmutzer!",NEEDS_TRANSLATION,,,
hosp_hospodska_verschluss_fp13,2,106,german,ich; mache; dicht; leute; trinkt; noch; aus,1.000,1.000,"Ich mache dicht, Leute! Trinkt noch aus!",Verschluss Liute! Das letzte Bier war aus!,NEEDS_TRANSLATION,,,
s_bo_henry_pater_noster_q_PNtA,2,104,,pater; noster; qui; cælis; sanctificetur; nomen; tuum,1.000,1.000,"Pater noster, qui es in cælis, sanctificetur nomen tuum.","!P Pater noster, qui es in cælis, sanctificetur nomen tuum.",NEEDS_TRANSLATION,,,
gree_pozdrav_m_gru_dich_w_KvFt,2,101,german,grüss; dich; wie; kann; ich; dir; helfen,1.000,1.000,Grüß dich! Wie kann ich dir helfen?,Grüß dich! Wie kann ich dir helfen?,NEEDS_TRANSLATION,,,
gree_pozdrav_m_guten_aben_CfW0,2,101,german,guten; abend; wie; kann; ich; dir; helfen,1.000,1.000,Guten Abend! Wie kann ich dir helfen?,Guten Abend! Wie kann ich dir helfen?,NEEDS_TRANSLATION,,,
gree_pozdrav_m_mein_gott__PpjJ,2,101,german,mein; gott; hier; ist; ein; nackter; narr,1.000,1.000,Mein Gott! Hier ist ein nackter Narr.,Mein Gott! Hier ist ein nackter Narr.,NEEDS_TRANSLATION,,,
endi_rozloucen_gott_mit_d_aMhC,2,96,german; hungarian,gott; sei; mit; dir; mein; herr,1.000,1.000,"Gott sei mit dir, mein Herr!","!P Gott mit dir, Mein Herr!",NEEDS_TRANSLATION,,,
rozl_rozloucen_gott_sei_m_OlDe,2,96,german; hungarian,gott; sei; mit; euch; mein; herr,1.000,1.000,"Gott sei mit Euch, mein Herr.","!P Gott sei mit dir, mein Herr.",NEEDS_TRANSLATION,,,
rozl_rozloucen_gott_sei_m_DfzV,2,96,german; hungarian,gott; sei; mit; euch; meine; herrin,1.000,1.000,"Gott sei mit Euch, meine Herrin.","!P Gott sei mit Euch, meine Herrin.",NEEDS_TRANSLATION,,,
hosp_hospodska_austrinken_Jh1h,2,95,german,austrinken; leute; ich; schliesse; für; heute,1.000,1.000,"Austrinken, Leute! Austrinken! Ich schließe für heute!",Austrinken Liute! Austrinken! Ich schliesse heute!,NEEDS_TRANSLATION,,,
vyvo_vyvolavan_jetzt_offn_aWNI,2,95,german,wir; öffnen; jetzt; kommt; und; kauft,1.000,1.000,Wir öffnen jetzt! Wir öffnen jetzt! Kommt und kauft!,Wir öffnen jetzt! Wir öffnen jetzt! Komm und Einkaufen!,NEEDS_TRANSLATION,,,
rozl_obchodnic_a_dank_dav_zCZd,2,94,yiddish_hebrew,borekh; ha-shem; davar; masa; u-matan; tov,1.000,1.000,Borekh ha-shem! Davar masa u-matan tov.,Borech ha-shem! Davar masa u-matan tov.,NEEDS_TRANSLATION,,,
muz__muz_prona_rad_sem_ti_e2J3,2,94,german,dankeschön; und; gute; nacht; mein; herr,1.000,1.000,"Dankeschön und gute Nacht, mein Herr.","!P Danke schön und gute Nacht, mein Herr.",NEEDS_TRANSLATION,,,
rozl_obchodnic_oh_es_ist__ooCf,2,94,german,das; ist; aber; schade; mein; freund,1.000,1.000,"Das ist aber schade, mein Freund.","Oh, es ist schade, mein Freund.",NEEDS_TRANSLATION,,,
rozl_obchodnic_sie_sicher_XhU6,2,94,german,wirst; sicher; zufrieden; sein; mein; freund,1.000,1.000,"Du wirst sicher zufrieden sein, mein Freund!","Sie sicher zufrieden sein, mein Freund!",NEEDS_TRANSLATION,,,
gree_pozdrav_m_gru_gott_w_a2kX,2,94,german,grüss; gott; willst; denn; nachts; noch,1.000,1.000,Grüß Gott! Was willst du denn nachts noch?,Grüß Gott! Was willst du nachts so?,NEEDS_TRANSLATION,,,
muz__hospodsky_nein_das_i_rTQs,2,94,german,nein; das; ist; eine; gute; kneipe,1.000,1.000,"Nein, das ist eine gute Kneipe.","!P Nein, das ist eine gute Kneipe.",NEEDS_TRANSLATION,,,
gree_pozdrav_m_servus_mei_EhCJ,2,94,german,servus; mein; freund; bist; betrunken; stimmt's,1.000,1.000,"Servus, mein Freund! Du bist betrunken, stimmt’s?","Servus, mein Freund! Du bist betrunken, nicht wahr?",NEEDS_TRANSLATION,,,
gree_pozdrav_m_gru_dich_w_aXJ8,2,93,german,grüss; dich; willst; denn; nachts; noch,1.000,1.000,Grüß dich! Was willst du denn nachts noch?,Grüß dich! Was willst du nachts so?,NEEDS_TRANSLATION,,,
gree_pozdrav_m_gru_dich_a_qepG,2,93,german,grüss; dich; aber; bist; voller; blut,1.000,1.000,Grüß dich … Aber du bist ja voller Blut!,Grüß dich... aber du bist voller Blut!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_devla_miro_R20k,2,92,,devla; miro; kames; vareso; bango; kar,1.000,1.000,"Devla miro! Kames vareso, bango kar?","!T Devla miro! Kames vareso, bango kar?",NEEDS_TRANSLATION,,,
rozl_obchodnic_sie_sicher_Q9FA,2,92,,wirst; sicher; zufrieden; sein; bis; bald,1.000,1.000,Du wirst sicher zufrieden sein! Bis bald!,Sie sicher zufrieden sein! Bis bald!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_eh_wasch_d_ORMa,2,92,,pfui; wasch; dich; siehst; schrecklich; aus,1.000,1.000,Pfui ... Wasch dich! Du siehst schrecklich aus.,Eh... Wasch dich! Du siehst schrecklich aus.,NEEDS_TRANSLATION,,,
gree_pozdrav_n_gruss_du_s_Jdkc,2,90,german,mein; gott; stinkst; ziemlich; weisst; das,1.000,1.000,"!P Mein Gott... Du stinkst ziemlich, weißt du das?","!P Mein Gott... Du stinkst ziemlich, weißt du das?",NEEDS_TRANSLATION,,,
gree_pozdrav_n_ein_bad_wu_V2Oj,2,89,german,ein; bad; würde; dir; nicht; schaden,1.000,1.000,!P Ein Bad würde dir nicht schaden!,!P Ein Bad würde dir nicht schaden!,NEEDS_TRANSLATION,,,
gree_pozdrav_n_mein_gott__H5ek,2,89,german,mein; gott; aber; bist; voller; blut,1.000,1.000,!P Mein Gott... aber du bist voller Blut!,!P Mein Gott... aber du bist voller Blut!,NEEDS_TRANSLATION,,,
priv_obchodnic_du_hast_gl_307i,2,89,german,hast; glück; ich; wollte; gerade; schliessen,1.000,1.000,"Du hast Glück, ich wollte gerade schließen.","Du hast Glück, ich wollte gerade schließen.",NEEDS_TRANSLATION,,,
posl_event_hla_das_ist_bl_grGR,2,83,german,das; ist; blödsinn; alles; unsinn,1.000,1.000,Das ist Blödsinn! Das ist alles Unsinn!,!P Das ist Blödsinn! Es ist alles Unsinn!,NEEDS_TRANSLATION,,,
laze_lazebnice_das_ist_al_aGy0,2,82,german,alles; ist; fertig; mein; herr,1.000,1.000,"Alles ist fertig, mein Herr.","Fertig! Das ist alles, mein Herr.",NEEDS_TRANSLATION,,,
muz__muz_prona_wie_ich_be_hmsG,2,82,german,danke; wie; ich; bereits; sagte,1.000,1.000,Danke. Wie ich bereits sagte …,!P Danke. Wie ich bereits sagte...,NEEDS_TRANSLATION,,,
situ_situace_p_was_du_get_3Euf,2,82,german,das; hast; dir; selbst; verdanken,1.000,1.000,Das hast du dir selbst zu verdanken!,"Was du getan hast, das iss!",NEEDS_TRANSLATION,,,
muz__hospodsky_es_ist_ein_OyyC,2,82,german,ist; eine; ehre; mein; herr,1.000,1.000,"Es ist eine Ehre, mein Herr.","!P Es ist eine Ehre, mein Herr.",NEEDS_TRANSLATION,,,
gree_pozdrav_m_gru_gott_w_GE69,2,82,german,grüss; gott; brauchst; mein; freund,1.000,1.000,"Grüß Gott! Was brauchst du, mein Freund?","Grüß Gott! Was du brauchst, mein Freund?",NEEDS_TRANSLATION,,,
opon_oponent_p_ddd_ohEZ,2,82,german,gut; aber; mach; keinen; ärger,1.000,1.000,"Gut, aber mach keinen Ärger!","!P Gut, aber keinen Scheiss, Mann!",NEEDS_TRANSLATION,,,
smlo_smlouvani_hm_das_sti_UrAI,2,82,german,hmm; das; stinkt; zum; himmel,1.000,1.000,"Hmm, das stinkt zum Himmel.","!P Hm, das stinkt, mein Freund.",NEEDS_TRANSLATION,,,
hosp_hospodyne_konnte_etw_w4rB,2,82,german,könnte; ein; paar; gewürze; vertragen,1.000,1.000,Könnte ein paar Gewürze vertragen.,!P Konnte etwas wurzen.,NEEDS_TRANSLATION,,,
smlo_smlouvani_nein_das_i_A9Kl,2,82,german,nein; das; bringt; doch; nichts,1.000,1.000,"Nein, das bringt doch nichts.","!P Nein, das ist zwecklos.",NEEDS_TRANSLATION,,,
muz__hospodsky_dies_ist_e_uciP,2,82,german,das; ist; ein; anständiges; gasthaus,1.000,1.000,… Das ist ein anständiges Gasthaus!,!P ... Dies ist eine ehrliche Kneipe!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_gru_du_sti_Hsml,2,81,,grüsse; stinkst; ziemlich; weisst; das,1.000,1.000,"Grüße … Du stinkst ziemlich, weißt du das?","Gruss... Du stinkst ziemlich, weißt du das?",NEEDS_TRANSLATION,,,
endi_rozloucen_bachtalo_t_NoRk,2,80,,bakhtalo; tiro; drom; baro; shero,1.000,1.000,"Bakhtalo tiro drom, baro shero!","!T Bakhtalo tiro drom, baro shero!",NEEDS_TRANSLATION,,,
rozl_obchodnic_epes_kinde_SRcr,2,80,,epes; kinder; gelt; sheyne; velt,1.000,1.000,Epes! Kinder un gelt is a sheyne velt!,Epes! Kinder un gelt is a shaine velt!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_ci_kaj_dza_tAGy,2,80,,kay; djas; goro; sar; sal,1.000,1.000,"Kay djas, goro? Sar sal?","!T Kay djas, goro? Sar sal?",NEEDS_TRANSLATION,,,
rozl_obchodnic_masa_umata_9CfZ,2,80,,masa; u-matan; tov; zay; gezunt,1.000,1.000,Masa u-matan tov. Zay gezunt!,Masa umatan tov. Zei gezunt!,NEEDS_TRANSLATION,,,
diva_divak_bar_mi_o_del_t_9wPn,2,80,,del; tuke; pro; droma; sitinel,1.000,1.000,Mi o Del tuke pro droma sitinel.,!T Mi o Del tuke pro droma sitinel.,NEEDS_TRANSLATION,,,
s_bo_henry_panem_nostrum__APdA,2,80,,panem; nostrum; quotidianum; nobis; hodie,1.000,1.000,Panem nostrum quotidianum da nobis hodie.,!P Panem nostrum qotidianum da nobis hodie.,NEEDS_TRANSLATION,,,
npc__npc_vidi__pre_soste__CdOo,2,80,,pre; soste; koda; hin; goro,1.000,1.000,"Pre soste koda hin, goro?","!T Pre soste koda hin, goro?",NEEDS_TRANSLATION,,,
diva_divak_bar_the_kali_k_Vtg2,2,80,,kalyi; kahnyi; anel; parno; yandro,1.000,1.000,The kalyi kahnyi anel parno yandro!,!T The kalyi kahnyi anel parno yandro!,NEEDS_TRANSLATION,,,
diva_divak_bar_tu_khandun_FzYd,2,80,,k-handuno; kar; khas; dakeri; mindj,1.000,1.000,Tu k-handuno kar! Te khas la dakeri mindj!,!T Tu k-handuno kar! Te khas la dakeri mindj!,NEEDS_TRANSLATION,,,
nech_npc_odmit_ugh_le_pes_kP0v,2,80,,ugh; peske; guba; dela; brishind,1.000,1.000,"Ugh... Le peske e guba, dela brishind...","!T Ugh... Le peske e guba, dela brishind...",NEEDS_TRANSLATION,,,
gree_pozdrav_m_vos_machst_SAQ8,2,80,,vos; makhst; hir; ben; zoyne,1.000,1.000,"Vos makhst du hir, ben zoyne?","!P Vos machst du hier, Ben zojne?",NEEDS_TRANSLATION,,,
gree_obchodnic_dikhas_sar_02fQ,2,79,,dikhas; sar; tuke; djal; goro,1.000,1.000,"Dikhas! Sar tuke djal, goro?","!T Dikhas! Sar tuke djal, goro?",NEEDS_TRANSLATION,,,
gree_pozdrav_n_eh_wasch_d_89RQ,2,79,,wasch; dich; siehst; schrecklich; aus,1.000,1.000,Äh … Wasch dich! Du siehst schrecklich aus.,!P Eh... Wasch dich! Du siehst schrecklich aus.,NEEDS_TRANSLATION,,,
gree_pozdrav_n_mein_gott__JSU5,2,77,german,mein; gott; womit; belästigst; mich,1.000,1.000,!P Mein Gott! Womit belästigst du mich?,!P Mein Gott! Womit belästigst du mich?,NEEDS_TRANSLATION,,,
gree_pozdrav_n_mein_gott__1eLU,2,77,german,mein; gott; siehst; furchtbar; aus,1.000,1.000,"!P Mein Gott... Du siehst furchtbar aus, Heinrich.","!P Mein Gott... Du siehst furchtbar aus, Heinrich.",NEEDS_TRANSLATION,,,
pozd_pozdrav_n_gott_segne_L3JS,2,77,german,gott; segne; dich; mein; freund,1.000,1.000,"Gott segne dich, mein Freund!","Gott segne dich, mein Freund!",NEEDS_TRANSLATION,,,
pozd_uctivy_po_gott_segne_WCSp,2,77,german,gott; segne; dich; mein; herr,1.000,1.000,"Gott segne dich, mein Herr!","Gott segne dich, mein Herr!",NEEDS_TRANSLATION,,,
pozd_pozdrav_n_schon_dich_51zb,2,77,german,schön; dich; sehen; mein; freund,1.000,1.000,"Schön dich zu sehen, mein Freund!","Schön dich zu sehen, mein Freund!",NEEDS_TRANSLATION,,,
gree_pozdrav_n_was_hast_d_G0j6,2,76,,hast; getan; dass; dreckig; bist,1.000,1.000,"!P Was hast du getan, dass du so dreckig bist?","!P Was hast du getan, dass du so dreckig bist?",NEEDS_TRANSLATION,,,
open_hrac_cedo_nulli_aut__0nvU,2,76,,cedo; nulli; aut; vincere; mori,1.000,1.000,Cedo nulli! Aut vincere aut mori!,Cedo nulli! Aut vincere aut mori!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_was_hast_d_sbpF,2,76,,hast; getan; dass; dreckig; bist,1.000,1.000,"Was hast du getan, dass du so dreckig bist?","Was hast du getan, dass du so dreckig bist?",NEEDS_TRANSLATION,,,
gree_pozdrav_m_ci_kaj_dza_XPzW,2,75,,pal; soste; džal; baro; šero,1.000,1.000,"Pal soste džal, baro šero?",,NEEDS_TRANSLATION,,,
endi_rozloucen_gott_mit_d_lroE,2,72,german; hungarian,gott; sei; mit; dir,1.000,1.000,Gott sei mit dir.,!P Gott mit dir.,NEEDS_TRANSLATION,,,
gree_pozdrav_m_oy_gevalt__jylz,2,70,yiddish_hebrew,aaah; gevalt; vos; makhst,1.000,1.000,Aaah... Oy gevalt! Vos makhst du?,!P Aaah... Oy gevalt! Vos machst du?,NEEDS_TRANSLATION,,,
endi_rozloucen_wiedersehe_ShKI,2,70,german,auf; wiedersehen; mein; freund,1.000,1.000,"Auf Wiedersehen, mein Freund!","!P Wiedersehen, mein Freund!",NEEDS_TRANSLATION,,,
endi_rozloucen_auf_wieder_b78t,2,70,german,auf; wiedersehen; mein; herr,1.000,1.000,"Auf Wiedersehen, mein Herr!","!P Auf Wiedersehen, Mein Herr!",NEEDS_TRANSLATION,,,
naku_obchodnic_du_hast_ei_hvJk,2,70,german,hast; ein; mal; mann,1.000,1.000,"Du hast ein Mal, Mann!","Du hast ein Zeichen, Mann!",NEEDS_TRANSLATION,,,
posl_event_hla_reden_sie__H6UI,2,70,german,erzähl; das; doch; woanders,1.000,1.000,Erzähl das doch woanders!,!P Reden Sie darüber woanders!,NEEDS_TRANSLATION,,,
hosp_hospodyne_nicht_schl_MaUn,2,70,german,gar; nicht; mal; schlecht,1.000,1.000,Gar nicht mal schlecht …,"!P Nicht schlecht, nicht schlecht...",NEEDS_TRANSLATION,,,
priv_obchodnic_guten_tag__7zMs,2,70,german,guten; tag; mein; herr,1.000,1.000,"Guten Tag, mein Herr.","!P Guten tag, mein Herr.",NEEDS_TRANSLATION,,,
hosp_hospodsky_heh_ich_sc_PLjO,2,70,german,ich; mach; für; heute,1.000,1.000,"He, ich mach für heute zu!","Heh, Schliessen und fertig!",NEEDS_TRANSLATION,,,
rozl_obchodnic_hm_es_ist__Dv4u,2,70,german,wie; schade; mein; herr,1.000,1.000,"Hm, wie schade, mein Herr.","Hm, es ist schade, mein Herr.",NEEDS_TRANSLATION,,,
rozl_obchodnic_hm_es_ist__P37I,2,70,german,wie; schade; auf; wiedersehen,1.000,1.000,"Hm, wie schade ... Auf Wiedersehen!","Hm, es ist schade... Auf Wiedersehen!",NEEDS_TRANSLATION,,,
npc__muz_samom_hmm_ich_ge_79P5,2,70,german,hmm; ich; etwas; essen,1.000,1.000,Hmm ... Ich will etwas essen.,!P Hmm... Ich gern etwas essen.,NEEDS_TRANSLATION,,,
nech_npc_vyrus_hmm_das_is_0V5H,2,70,german,hmm; das; ist; meine,1.000,1.000,"Hmm, das ist meine ...","!P Hmm, das ist meine...",NEEDS_TRANSLATION,,,
posl_event_hla_ja_das_sti_3J6b,2,70,german,das; stimmt; hast; recht,1.000,1.000,"Ja, das stimmt! Du hast recht!","!P Ja, das stimmt! Du hast recht!",NEEDS_TRANSLATION,,,
endi_rozloucen_lebe_wohl__CZ53,2,70,german,leb; wohl; mein; herr,1.000,1.000,"Leb wohl, mein Herr!","!P Lebe wohl, Mein Herr!",NEEDS_TRANSLATION,,,
spec_menhart_z_los_gehts__2eRc,2,70,german,los; geht's; mein; freund,1.000,1.000,"Los geht's, mein Freund!","!P Los geht's, mein Freund!",NEEDS_TRANSLATION,,,
npc__muz_samom_mein_gott__7xzH,2,70,german,mein; gott; dieser; schmerz,1.000,1.000,"Mein Gott, dieser Schmerz!","!P Mein Gott, das ist Schmerz!",NEEDS_TRANSLATION,,,
gree_pozdrav_m_mein_gott__rlHa,2,70,german,mein; gott; schon; wieder,1.000,1.000,"Mein Gott, du schon wieder?","Mein Gott, du nochmal?",NEEDS_TRANSLATION,,,
hosp_hospodyne_mmm_das_is_zH4D,2,70,german,mhm; das; schmeckt; gut,1.000,1.000,Mhm … Das schmeckt gut.,!P Mmm... das ist gut.,NEEDS_TRANSLATION,,,
pes__npc_reagu_oh_du_raub_XAFz,2,70,hungarian,räuber; raus; mit; dir,1.000,1.000,"Oh, du Räuber! Raus mit dir!","Oh, du Räuber! Geh raus!",NEEDS_TRANSLATION,,,
gree_pozdrav_m_eh_devla_k_za2C,2,70,yiddish_hebrew,devla; kames; mek; vareso,1.000,1.000,Oy Devla...! Kames mek vareso?,!T Oy Devla!... Kames mek vareso?,NEEDS_TRANSLATION,,,
priv_obchodnic_raus_betru_yAGH,2,70,hungarian,raus; mit; dir; säufer,1.000,1.000,"Raus mit dir, Säufer!","Raus, betrunken!",NEEDS_TRANSLATION,,,
priv_obchodnic_ich_grusse_Rplb,2,70,german,sei; gegrüsst; mein; herr,1.000,1.000,"Sei gegrüßt, mein Herr.","!P Ich grüsse Sie, mein Herr.",NEEDS_TRANSLATION,,,
nech_npc_odmit_ugh_lass_m_CxhU,2,70,german,ugh; lass; mich; schlafen,1.000,1.000,"Ugh, lass mich schlafen ...","!P Ugh, lass mich schlafen...",NEEDS_TRANSLATION,,,
hosp_hospodsky_nein_nicht_MLUo,2,70,german,verdammt; nicht; schon; wieder,1.000,1.000,"Verdammt, nicht schon wieder.","Nein, nicht mal scheisse.",NEEDS_TRANSLATION,,,
muz__muz_prona_rad_ti_pom_kpYe,2,70,german,vielleicht; könnten; wir; das,1.000,1.000,Vielleicht könnten wir das …,!P Vielleicht könnten wir das...,NEEDS_TRANSLATION,,,
gree_pozdrav_m_du_siehst__eBb3,2,69,,siehst; furchtbar; aus; schmutzfink,1.000,1.000,"Du siehst furchtbar aus, du Schmutzfink!","Du siehst furchtbar aus, Schmutzer!",NEEDS_TRANSLATION,,,
npc__muz_samom_heh_heh_ac_2A9E,2,69,,heh; ach; lieber; gott,1.000,1.000,"Heh, heh ... ach, du lieber Gott!","!P Heh, heh... eh du lieber Gott!",NEEDS_TRANSLATION,,,
o_zi_henry_kaj_tumaro_bar_hcY4,2,69,romani,kai; tumaro; baro; balo,1.000,1.000,Kai tumaro baro balo?,!T Kai tumaro baro balo?,NEEDS_TRANSLATION,,,
endi_rozloucen_del_tume_o_Zkjc,2,69,,del; tuke; lachi; rat,1.000,1.000,Mi del o Del tuke lachi rat!,!T Mi del o Del tuke lachi rat!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_bite_sejn__55WF,2,68,,bite; sheyn; vos; makhst,0.800,0.800,"<Yawn>Bite sheyn, vos makhst du?","!P Yawn... Bite šejn, vos machst du?",NEEDS_TRANSLATION,,,
zaka_zakaznik__bring_mir__dNDC,2,68,,bring; mir; wein; bitte,1.000,1.000,"Bring mir Wein, bitte!",Bring mir Wein bitte!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_o_dilino_OFa0,2,68,,devla; kames; vareso; dilino,1.000,1.000,"Devla! Kames vareso, dilino?","!T Devla! Kames vareso, dilino?",NEEDS_TRANSLATION,,,
gree_pozdrav_m_sar_sal_pr_oUG6,2,68,,dikhas; sar; jives; goro,1.000,1.000,"Dikhas! Sar jives, goro?","!T Dikhas! Sar jives, goro?",NEEDS_TRANSLATION,,,
smlo_smlouvani_gut_los_ge_9RMu,2,68,,gut; dann; mal; los,1.000,1.000,"Gut, dann mal los!","!P Gut, los geht's!",NEEDS_TRANSLATION,,,
muz__muz_prona_wir_sind_b_sneT,2,68,,gut; wir; sind; bereit,1.000,1.000,"Gut. Wir sind bereit, Heinrich …",!P Gut. Wir sind bereit Heinrich...,NEEDS_TRANSLATION,,,
muz__muz_prona_wir_sind_b_PugD,2,68,,gut; wir; sind; bereit,1.000,1.000,Gut. Wir sind bereit …,!P Gut. Wir sind bereit...,NEEDS_TRANSLATION,,,
npc__npc_vidi__dej_to_pryc_ugaS,2,68,,steck; die; waffe; weg,1.000,1.000,He! Steck die Waffe weg!,!P Oh! Versteck die Waffe!,NEEDS_TRANSLATION,,,
hosp_hospodsky_hmm_wieder_2FJI,2,68,,hmm; wird; wieder; dunkel,1.000,1.000,Hmm … Es wird wieder dunkel.,Hmm... wieder dunkel werden.,NEEDS_TRANSLATION,,,
odmi_npc_odmit__kames_var_NXsS,2,68,,kames; vareso; bangho; kar,1.000,1.000,"Kames vareso, bangho kar?","!T Kames vareso, bangho kar?",NEEDS_TRANSLATION,,,
gree_pozdrav_m_kaj_dzas_g_g38B,2,68,,kay; djas; goro; rodes,1.000,1.000,"Kay djas, goro? So rodes?","!T Kay djas, goro? So rodes?",NEEDS_TRANSLATION,,,
odmi_npc_odmit_las_mich_b_TMqW,2,68,,las; mikh; bekhor; sotn,1.000,1.000,"Las mikh, bekhor sotn!","Las mich, Bechor sotn!",NEEDS_TRANSLATION,,,
opon_oponent_p_miste_tuke_U08v,2,68,,mishte; tuke; pro; kar,1.000,1.000,Mishte tuke pro kar has!,!T Mishte tuke pro kar has!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_oh_nein_wa_xBOr,2,68,,nein; willst; von; mir,1.000,1.000,Oh nein... Was willst du von mir?,!P Oh nein... Was willst du von mir?,NEEDS_TRANSLATION,,,
gree_pozdrav_z_pal_soste__4hrJ,2,68,,pal; soste; djas; goro,1.000,1.000,"Pal soste djas, goro?","!T Pal soste djas, goro?",NEEDS_TRANSLATION,,,
pozd_npc_zdrav_servus_sar_ddYl,2,68,,servus; sar; tuke; djal,1.000,1.000,Servus! Sar tuke djal?,!T Servus! Sar tuke djal?,NEEDS_TRANSLATION,,,
open_hrac_si_iuste_puniri_T3PG,2,68,,iuste; puniris; nunquam; nocetis,1.000,1.000,"Si iuste puniris, nunquam nocetis!","!P Si iuste puniris, nunquam nocetis!",NEEDS_TRANSLATION,,,
gree_pozdrav_m_so_hin_oda_ucCn,2,68,,hin; oda; dzarali; bul,1.000,1.000,"So hin oda, tu dzarali bul?!","!T So hin oda, tu dzarali bul?!",NEEDS_TRANSLATION,,,
endi_rozloucen_taves_bach_4gyD,2,68,,aves; bakhtalo; lachi; rat,1.000,1.000,Te aves bakhtalo! Lachi rat!,!T Te aves bakhtalo! Lachi rat!,NEEDS_TRANSLATION,,,
endi_rozloucen_taves_nane_GlOF,2,68,,aves; nane; vash; soske,1.000,1.000,Te aves... Nane vash soske!,!T Te aves... Nane vash soske!,NEEDS_TRANSLATION,,,
diva_divak_kom_te_chas_la_krT5,2,68,,khas; tra; dakeri; mindj,1.000,1.000,Te khas tra dakeri mindj!,!T Te khas tra dakeri mindj!,NEEDS_TRANSLATION,,,
gree_pozdrav_m_bist_du_mo_hZCH,2,68,,trinkst; immer; gleich; morgens,1.000,1.000,"Trinkst du immer gleich morgens, Heinrich?","Bist du morgens als erstes betrunken, Heinrich?",NEEDS_TRANSLATION,,,
nech_npc_vyrus_uhmh_pal_s_irfF,2,68,,uhmh; pal; soste; djal,1.000,1.000,"Uhmh, pal soste djal?","!T Uhmh, pal soste djal?",NEEDS_TRANSLATION,,,
gree_obchodnic_wie_wird_e_sieY,2,68,,darf's; heute; morgen; sein,1.000,1.000,Was darf's heute Morgen sein?,Wie wird es heute morgen?,NEEDS_TRANSLATION,,,
